level_0,index,school_id,username,caption,rating,retrieval_date,relative_date,timestamp,id_review,url_user,n_review_user
619,617,,Idrean,"Hello!I'm a p6 graduate and I'm going to post my honest review. Some teachers at the school are very mean!like I had this 1 teacher who body shamed a few of my classmates and she just said ""it's a joke you know that right?"" And laughed it off my classmate also just laughed it off but I could sense that she didn't like it at all.she did it more than 1 time and she kept implying it was a joke!! There was also many times were I forgot to hand in my homework, she scolded me infront of the whole class! I was so traumatised by it until the other time I forgot my homework again I was so scared and so I ran back home to get it! my primary 1-4 teahcers were not as bad as her but they were still kinda mean to me and would often criticise me when I do a tiny mistake. They made me so insecure that now I'm scared of doing a mistake. I do hope that the people that my teacher critiqued are ok now and recoved from that horrible incident. I will not recommend this school for ur children",1,2023-12-24 21:49:41.453025,a year ago,2022-12-24 21:49:41,NA,NA,NA
620,689,chij-st-nicholas-girls,Alexis Ong,"It was amazing! In English class, my friend once choked on a fishball. With a slip of her hands, her calculator was sent flying towards me! I summoned up a shield and deflected it. However, to my horror, the calculator hit my English teacher instead. She got a concussion and went into a coma. To my knowledge, she has not woken up to this day…",5,2023-12-24 21:54:03.133497,3 weeks ago,2023-12-03 21:54:03,NA,NA,NA
621,618,,Pandoo Black,"Hello I'm a Primary 6 graduate from 2022. My first 2 years in Kellock wasn't that terrible except that I got split up with my kindergarden friends who were in the same school because of some random bully. However, this P6 year was the worst, I got this teacher who would not stop being rude to the students and blaming everything that went wrong on the students. For example, a project that was supposed to be fun, majority of the class got scolded and one of my friends almost cried because of the teacher and my other friend got compared to her own sister that was in the teachers past class. She made me feel insecure and belittled. I once broke a chair which was already almost broken and the teacher told me that I needed to lose weight in front of the whole class, that day, I felt like crying so much. The incident is only one out of many. I have felt so embarrassed and insecure in that class, that I could not be happier that I will never see her again.",2,2023-12-24 21:49:41.454025,a year ago,2022-12-24 21:49:41,NA,NA,NA
622,619,,G G,"Hi, it's me! I am a 2022 P6 graduate and let me tell you about my experience. So in p1, I had miss nazirah who was kind and caring. In p3, I had Mrs Tham, strict but gets me good grades (if u work hard). In p5 and p6, I had mdm tan. Umm so mdm tan likes tp joke but sometimes she says mean things. So, pls tell her to stop if you feel uncomfortable. And she always tries to make us happy, encourages us. So ya.",3,2023-12-24 21:49:41.455024,a year ago,2022-12-24 21:49:41,NA,NA,NA
623,620,,Simone Lee,"The friends i made in kellock are still my best friends now. (I'm 45 years old). Looking back, it was a fantastic experience for me. The teachers were strict but most of us did well for PSLE, eventhough I'm not academically inclined. I remember playing BLOW WIND BLOW at the mushroom 🍄, catching, hopscotch and five stones in kellock. I was able to excel and do well in this environment and it helped cos i had a terrible family environment. Bad experience in P6 with principal Mrs Lau. I was accused of stealing but she didn't believe me when i said i didn't. I almost said i did cos she kept questioning me. Glad i was able to hold out to my own integrity at that age, in circumstances that almost made me admit to something i didn't do. (I can relate to why youngsters are not allowed to be questioned by the police without parents)  Fast forward 2020. Both my girls graduated from this school. Every time i went for school events, the teachers are always so encouraging to the girls and they cheer louder for the girls, louder than the parents, eg for awards or performance. I recognize my P5 form teacher , Doris Lee and took a picture with her in 2018. Can see the dedication of the teachers when they brought my girl on an overseas trip, they blow dry EACH girls hair till late at night..  My girls said the teachers are strict  but personally every time i was there, i had a very positive vibe about it . i highly recommend this school!! Thank you to all the teachers, we remember you and talk about you whenever we meet up!  I was super pumped that the Netball girls won 1st , as we did when i was in kellock (top3?)",5,2023-12-24 21:49:41.456024,a year ago,2022-12-24 21:49:41,NA,NA,NA
624,621,,RxyaleCamille,This is mah skool lol,5,2023-12-24 21:49:47.618726,2 years ago,2021-12-24 21:49:47,NA,NA,NA
625,622,,Janelle Vs Jamie,MY SCHOOL IS THE BEST,5,2023-12-24 21:49:47.618726,3 years ago,2020-12-24 21:49:47,NA,NA,NA
626,623,,Lynn羿均,Just pass by here. However the environment attracts me.,4,2023-12-24 21:49:47.618726,4 years ago,2019-12-25 21:49:47,NA,NA,NA
627,624,,vimala gnanam,i actually study in this school,5,2023-12-24 21:49:47.618726,4 years ago,2019-12-25 21:49:47,NA,NA,NA
628,625,,J L,"Previous Principal is very good. Quite a lot of teachers are good. However, there are certain policies are outdated and not effective which stress the students. Eg. homework are heavy and yet they are made to copy same composition again and again for a few times causing them to sleep at 12am frequently.",2,2023-12-24 21:49:47.618726,4 years ago,2019-12-25 21:49:47,NA,NA,NA
629,626,,chomp,"well this school might have some strict teachers but i love this school because u could meet new people when they use activities to introduce them to us but the bad side is that now the drink store(which also sells donuts(which are sweet...), some kind of food idk and pau. They don’t  sell green tea(even the one with no sugar), and other some healthy beverages now they are only selling bottled water, milo, HL milk and yakult. But i still like the store vendors though cos they are friendly:)So i’m giving three stars for the good studies and frens and some teachers:)i hope someone would read this!",3,2023-12-24 21:49:53.885674,4 years ago,2019-12-25 21:49:53,NA,NA,NA
630,627,,Benjamin Lin,They have shifted back to Bukit Theresa.,5,2023-12-24 21:49:53.885674,4 years ago,2019-12-25 21:49:53,NA,NA,NA
631,628,,currysa,A school that my best friend went and it was a very good school,5,2023-12-24 21:49:53.885674,5 years ago,2018-12-25 21:49:53,NA,NA,NA
632,629,,Miyoko Leung,"Studied at this school on 2005 and graduated on 2010. Looking back, I had the worst primary education experience. Apparently students who are ""late bloomers"", or who have cognitive and academic disadvantages receive horrible treatment by teachers. Even if you are not, the teachers were excessively abusive for minor issues (such as forgetting to bring/do homework). Some had ""favourites"" to praise and ""least favourite"" students to humiliate in front of the class. Whenever a student is being scolded by a teacher, it seems that I have always observed another teacher to join in and ""gang up"" on the poor student.  I once forgot to bring a Math mock exam paper,  and it so happens that we have a Science Center excursion on the same day. For that, I got made by my form teacher, Mrs Sheila Cleetus, to complete a new math exam paper FOR THE ENTIRE SCHOOL EXCURSION. This means finishing the math paper while classmates learn and participate in Science programs at the Singapore Science Center. I was only allowed to finally ""play"" when we were waiting for the school buses to arrive to bring us back to school. I have never felt so humiliated.  Not to mention, my sticker book was confiscated by a teacher and I was never allowed to reclaim it (after I had tried to take it back).  On my final year of primary school, I finally prospered with the help and support of Mrs Doris Lee. Though, I can never forget the horrible treatment experienced by most of the teachers. This left me with poor self-worth in my academic abilities and confidence. It seems that they assume young children are ""stupid"" and ""dumb"", when certain actions can drastically impact on your child's self-esteem. I am now a university student. And come to think of it, I will never send my child to this pretentious school who will leave bad memories for helpless, developing children.",1,2023-12-24 21:49:53.885674,6 years ago,2017-12-25 21:49:53,NA,NA,NA
633,630,,AGALIVIR Asotnes,Just realize that she shift here. formerly this compound was occupied by AES,3,2023-12-24 21:50:00.138857,6 years ago,2017-12-25 21:50:00,NA,NA,NA
634,631,,MsoP,sucks,1,2023-12-24 21:50:00.138857,7 years ago,2016-12-25 21:50:00,NA,NA,NA
635,690,chij-st-nicholas-girls,adele,"sngs is an amazing school! i remember the time so clearly, during lunar new year celebrations, the legendary monster swooped down upon our school and ate the decorations! then, before it consumed some innocent students, the father barré statue came to life and chased the monster away with the power of free education for girls!! even though my friends and i nearly had been eaten, that was one of the most memorable lunar new year celebrations in my life :D join sn secondary!!",5,2023-12-24 21:54:03.133497,a month ago,2023-11-24 21:54:03,NA,NA,NA
636,632,,jo !,"This is my school. The staff and students there are polite. I thoroughly enjoyed the time I had in this school and I like the fact that the school gives the girls many learning journeys, in both academic and CCA areas. My teachers were always ready to help anyone who asks for help. Sometimes, they even agree to stay back after school to help students in their work. Also, all the CCAs there are supported greatly by the staff at CHIJ Kellock. In the choir CCA, the teachers-in-charge, with the principal, organise awesome national and overseas learning journeys, to broaden the choir's knowledge. Once, they went to Tokyo for an exchange programme and to participate in ChildAid Asia Tokyo! I highly recommend this school and I hope all the girls from this school will flourish in life.",5,2023-12-24 21:50:00.138857,7 years ago,2016-12-25 21:50:00,NA,NA,NA
637,633,,Lim Ze Yen,Its my primary school,5,2023-12-24 21:50:00.138857,8 years ago,2015-12-26 21:50:00,NA,NA,NA
638,634,,Cass Tan,It is my school,5,2023-12-24 21:50:00.138857,8 years ago,2015-12-26 21:50:00,NA,NA,NA
639,635,,耀宁吴,Girls' primary school,5,2023-12-24 21:50:06.324506,10 years ago,2013-12-26 21:50:06,NA,NA,NA
640,636,chij-our-lady-of-good-counsel,Wet Dog Singapore,I was a parent volunteering for this schools Children’s Day event. The teacher had everything planned and well organised. Amazing school!,5,2023-12-24 21:50:37.698885,2 months ago,2023-10-25 21:50:37,NA,NA,NA
641,637,chij-our-lady-of-good-counsel,yashika gohar,Proud CHIJ student.  <33 I love my memories here,5,2023-12-24 21:50:37.698885,a year ago,2022-12-24 21:50:37,NA,NA,NA
642,638,chij-our-lady-of-good-counsel,Linh Cam Lai,Beautiful school located on top of the hill. Kids in this school are happy and cheerful. 😊 …,5,2023-12-24 21:50:37.698885,a year ago,2022-12-24 21:50:37,NA,NA,NA
643,639,chij-our-lady-of-good-counsel,Ruth LX,"This is a cosy, charming, quaint little school at the corner of cooling close, and it is intimate and comfortable for the girls who attend school here",5,2023-12-24 21:50:37.698885,a year ago,2022-12-24 21:50:37,NA,NA,NA
644,640,chij-our-lady-of-good-counsel,Stephanie Lim,My primary school :) Awesome memories,5,2023-12-24 21:50:37.698885,a year ago,2022-12-24 21:50:37,NA,NA,NA
645,641,chij-our-lady-of-good-counsel,Kelvin Tay,Horrible Place.  People here doesnt learn empathy,1,2023-12-24 21:50:37.706218,2 years ago,2021-12-24 21:50:37,NA,NA,NA
646,642,chij-our-lady-of-good-counsel,Wendy Ng,Heritage of a church that not much such church around nowadays,5,2023-12-24 21:50:43.833205,4 years ago,2019-12-25 21:50:43,NA,NA,NA
647,643,chij-our-lady-of-good-counsel,Mr RIL,This school organized many events for charity/school needs.,5,2023-12-24 21:50:49.998448,7 years ago,2016-12-25 21:50:49,NA,NA,NA
648,644,chij-our-lady-of-good-counsel,Hayashi Keiichi,local girls school,4,2023-12-24 21:50:49.998448,7 years ago,2016-12-25 21:50:49,NA,NA,NA
